,name,address,borough,cuisine,phone,critical_flag,latitude,longitude,qualify_alcohol,seating_interest
93163,five napkin burger,"630 9 avenue, manhattan, ny",manhattan,american,2127572277,not critical,40.760030899657,-73.99144856882,yes,sidewalk
93168,jamaica pools and pizza,"17903 jamaica ave, queens, ny",queens,pizza,7182972380,not critical,40.708112968378,-73.782175499641,no,sidewalk
93376,stitch bar,"247 west   37 street, manhattan, ny",manhattan,american,2128524826,not critical,40.753468113318,-73.990593995072,yes,roadway
93410,carnation bakery,"4605 kissena boulevard, queens, ny",queens,bakery products/desserts,7183218168,critical,40.750515103235,-73.818998275643,no,roadway
93617,esmeralda's restaurant,"1497 myrtle avenue, brooklyn, ny",brooklyn,spanish,7183811721,not critical,40.699080194018,-73.915747059108,no,sidewalk
93619,marisco centro seafood restaurant & bar,"610 exterior street, bronx, ny",bronx,seafood,7186658686,critical,40.821737103048,-73.930860054782,yes,both
93832,oaxaca taqueria,"1709 2 avenue, manhattan, ny",manhattan,mexican,9175620005,not critical,40.779467182948,-73.950593700087,yes,both
93964,merit kabab,"3767 74th st, queens, ny",queens,bangladeshi,7183965827,critical,40.747172851788996,-73.89148388317899,no,sidewalk
94103,menkui tei,"58 west   56 street, manhattan, ny",manhattan,japanese,2127078702,critical,40.76303427404,-73.976265003897,yes,roadway
94306,phoenix,"447 east   13 street, manhattan, ny",manhattan,american,2124779979,critical,40.73020796737,-73.982002796266,yes,roadway
94455,takahachi bakery,"25 murray street, manhattan, ny",manhattan,bakery products/desserts,2127915550,not critical,40.713581274984996,-74.008361481866,no,sidewalk
94456,el valle lenox,"588 lenox avenue, manhattan, ny",manhattan,spanish,__________,critical,40.816984934318,-73.93873735458,yes,roadway
94649,twisted rootz,"7905 flatlands avenue, brooklyn, ny",brooklyn,"juice, smoothies, fruit salads",3476737537,critical,40.635100789021,-73.91391858893,no,sidewalk
94772,taj kabab king,"568 grand street, brooklyn, ny",brooklyn,indian,7187821722,critical,40.711111064882004,-73.949313555401,no,sidewalk
95002,new sun hing kitchen,"2018 bedford avenue, brooklyn, ny",brooklyn,chinese,7186932688,critical,40.655493842965996,-73.95635863286701,yes,roadway
95219,captain fried chicken,"39 madison street, manhattan, ny",manhattan,chicken,2125870281,not critical,40.711882559783,-73.998647335859,yes,both
95431,el presidente # 2 restaurant,"4-10 east  208 street, bronx, ny",bronx,latin american,7186555245,critical,40.880666526579,-73.883305682097,yes,both
95609,wb caribbean restaurant,"9407 church avenue, brooklyn, ny",brooklyn,caribbean,7183421543,critical,40.654761128052,-73.91690967576601,no,sidewalk
95810,goemon curry,"29 kenmare street, manhattan, ny",manhattan,japanese,2122261262,not critical,40.720682191479,-73.99512615608,yes,sidewalk
95811,mcdonald's,"3719 junction blvd, queens, ny",queens,hamburgers,7184586259,not critical,40.751001999851,-73.870507971277,no,sidewalk
95813,famous bagel buffet,"510 6 avenue, manhattan, ny",manhattan,american,2129248911,critical,40.736815993985,-73.997217877824,no,sidewalk
95825,gramercy grill,"32 lexington avenue, manhattan, ny",manhattan,american,2125053663,critical,40.73991381249,-73.984454031388,no,both
95826,lombardi's,"32 spring street, manhattan, ny",manhattan,pizza,2129417994,critical,40.721684052993005,-73.995660012794,yes,both
95827,cinderellas restaurant,"108 victory boulevard, staten island, ny",staten island,mexican,7182854333,not critical,40.637564459025995,-74.080092690576,no,roadway
95828,planted,"361 6 avenue, manhattan, ny",manhattan,seafood,2124149500,critical,40.732180118922,-74.00062061166601,yes,roadway
96062,goodfella's,"1817 victory boulevard, staten island, ny",staten island,italian,7188158500,not critical,40.613009198031996,-74.123734257606,no,roadway
96198,my place family pizza,"240 east  198 street, bronx, ny",bronx,pizza,7185622399,not critical,40.869306788352,-73.889559125976,no,sidewalk
96467,alley 41,"13645 41st ave, queens, ny",queens,chinese,6462095959,critical,40.758671514653,-73.829065012464,yes,both
96689,drop off service,"211 avenue a, manhattan, ny",manhattan,american,2122602914,critical,40.729820759443996,-73.980794194713,yes,roadway
96690,99 cents utica hot pizza,"1127 eastern parkway, brooklyn, ny",brooklyn,pizza,3478845060,not critical,40.668774135352,-73.93065514627901,no,both
96900,el fogon costeno restaurant.,"10912 northern boulevard, queens, ny",queens,spanish,7182052828,critical,40.757851402916,-73.859864309837,yes,sidewalk
97157,bowery beer garden,"93 bowery, manhattan, ny",manhattan,american,2123438111,not critical,40.717174392591,-73.995476330591,yes,sidewalk
97158,el mexicano restaurante & cafe,"2102 east   15 street, brooklyn, ny",brooklyn,tex-mex,7186762700,critical,40.598479191756,-73.956349229402,no,both
97159,perfecto pizzeria,"2479 broadway, manhattan, ny",manhattan,pizza,2127216130,critical,40.792229631304004,-73.973553172118,yes,both
97285,pioneers bar & lounge,"134 west   29 street, manhattan, ny",manhattan,american,2127142222,not critical,40.747114039331,-73.991190383844,yes,both
97286,"bravo kosher pizza, bravo kosher burger","17 trinity place, manhattan, ny",manhattan,jewish/kosher,2123441111,critical,40.706636490592,-74.013731161547,yes,both
97412,annadale terrace,"801 annadale road, staten island, ny",staten island,american,7189840700,critical,40.542342499736,-74.177409849108,yes,both
97640,dunkin,"101 west   23 street, manhattan, ny",manhattan,donuts,2126754040,critical,40.743090356441996,-73.99322628143601,no,sidewalk
97650,fresh & co,"444 10 avenue, manhattan, ny",manhattan,sandwiches/salads/mixed buffet,2128672334,not critical,40.755054963628,-73.998787224394,no,sidewalk
97782,szechuan gourmet,"21 west   39 street, manhattan, ny",manhattan,chinese,2129210233,critical,40.751976865569,-73.983209611743,yes,both
97934,lichee nut,"162 montague street, brooklyn, ny",brooklyn,chinese,7185225565,critical,40.694376195237005,-73.992845391234,yes,both
98180,wingstop,"700 utica avenue, brooklyn, ny",brooklyn,chicken,7182459464,not critical,40.656200432069,-73.93087009530501,no,both
98398,pelicana chicken,"941 manhattan avenue, brooklyn, ny",brooklyn,korean,7183492172,critical,40.731410785779,-73.954472165136,yes,both
98399,cara mia,"693 9 avenue, manhattan, ny",manhattan,italian,2122626767,not critical,40.761974076514,-73.990058534735,yes,both
98556,118 kitchen,"1 east  118 street, manhattan, ny",manhattan,tex-mex,2127226888,not critical,40.801870167292,-73.945260143617,yes,sidewalk
98780,3 d's delight restaurant & bakery,"771 washington avenue, brooklyn, ny",brooklyn,caribbean,3479548596,not critical,40.673781885627996,-73.962979886476,yes,both
98884,pig heaven,"1420 3 avenue, manhattan, ny",manhattan,chinese,2127444333,critical,40.775325010201996,-73.956543368639,yes,both
99045,le baobab-gouygui restaurant,"120 west  116 street, manhattan, ny",manhattan,african,2128644700,not critical,40.802424314812,-73.95067411965,yes,sidewalk
99289,the green door,"600 west   57 street, manhattan, ny",manhattan,american,2129743169,critical,40.770359428504,-73.991548325409,yes,both
99326,quick & pay pizza,"30 lexington avenue, manhattan, ny",manhattan,pizza,2123878200,critical,40.739864411637,-73.98449012921,yes,both
99552,ed's lobster bar,"222 lafayette street, manhattan, ny",manhattan,seafood,2123433236,not critical,40.722005243123,-73.99738805824,yes,both
99553,billy's bakery,"75 franklin street, manhattan, ny",manhattan,bakery products/desserts,2126479958,not critical,40.717863331921,-74.00445878262201,no,both
99717,checkers,"77 chambers street, manhattan, ny",manhattan,hamburgers,2125878888,not critical,40.714385596984,-74.006774397394,no,sidewalk
99904,svl bar,"3018b astoria blvd, queens, ny",queens,greek,7188046957,not critical,40.770223933985,-73.91874710505999,no,sidewalk
99905,teddys f&b,"2171 2 avenue, manhattan, ny",manhattan,american,9175615148,critical,40.794160210061,-73.939859971808,yes,sidewalk
100066,subway,"1613 2 avenue, manhattan, ny",manhattan,sandwiches,6462443736,not critical,40.776350097887004,-73.95286709569,yes,sidewalk
100116,rocky's bar & restaurant,"460 west   34 street, manhattan, ny",manhattan,pizza,2122440004,critical,40.754322110364,-73.99857789193001,yes,both
100389,congee village,"100 allen street, manhattan, ny",manhattan,chinese,2129411818,critical,40.718672742481,-73.990631391866,yes,both
100390,felice,"15 gold street, manhattan, ny",manhattan,italian,2127855950,not critical,40.707745991206004,-74.00691799522,yes,roadway
100391,bunny deli,"1522 st nicholas avenue, manhattan, ny",manhattan,sandwiches,2127813303,not critical,40.852525135916,-73.931370142031,no,sidewalk
100620,cafe milano,"401 forest avenue, staten island, ny",staten island,italian,7187201313,critical,40.63090388831,-74.10287182372599,no,both
100829,luck thai brooklyn,"386 5 avenue, brooklyn, ny",brooklyn,thai,7184991888,not critical,40.67089661705,-73.984877531571,yes,both
100957,the players,"16 gramercy park south, manhattan, ny",manhattan,american,2124756116,critical,40.737775898673,-73.98648251565099,no,sidewalk
101161,bao by kaya,"570 lexington avenue, manhattan, ny",manhattan,italian,9174219951,critical,40.756918006477,-73.972065672336,no,roadway
101334,dig inn,"80 pine street, manhattan, ny",manhattan,american,2127851110,not critical,40.705885020791,-74.007181096187,yes,sidewalk
101566,jacup's coffee bistro,"5217 69th st, queens, ny",queens,coffee/tea,3478134853,critical,40.733093568395,-73.89591619352,yes,both
101814,the halal guys,"307 east   14 street, manhattan, ny",manhattan,mediterranean,2125337707,not critical,40.732181823409995,-73.984538830986,no,roadway
101840,hahm ji bach,"40-11 149 place, queens, ny",queens,korean,6466102622,critical,40.763123883948005,-73.81513377622501,yes,both
101841,benny's famous pizza,"4514 13 avenue, brooklyn, ny",brooklyn,pizza,7184382369,critical,40.637122660762,-73.989943893884,no,both
102071,buon,"74-02 eliot avenue, queens, ny",queens,italian,7184782200,critical,40.722063414203,-73.885514563239,yes,both
102073,not guilty delicatessen,"19 hyatt street, staten island, ny",staten island,sandwiches,7184485143,critical,40.641905963147,-74.077175638715,yes,roadway
102281,sing fei restaurant,"263 east gun hill road, bronx, ny",bronx,chinese,7187986677,critical,40.879689540509,-73.875583099979,yes,both
102282,pim pollo,"3239 junction boulevard, queens, ny",queens,latin american,7182055508,not critical,40.757708740524,-73.874129749394,no,both
102530,starbucks coffee # 26528,"1040 6 avenue, manhattan, ny",manhattan,coffee/tea,2123022132,critical,40.753017430749004,-73.98541104611999,no,roadway
102757,la tranquilite restaurant inc,"9128 avenue l, brooklyn, ny",brooklyn,caribbean,7185318767,not critical,40.635978303604,-73.899440647929,yes,roadway
103005,mark's pizzeria,"326 van brunt street, brooklyn, ny",brooklyn,pizza,7186241628,not critical,40.678736140451,-74.011280998204,yes,both
103208,sweets bakery,"135 walker street, manhattan, ny",manhattan,bakery products/desserts,2122192012,critical,40.717358380495,-73.999577933981,yes,both
103426,lunatics ice cream parlor,"1224 surf avenue, brooklyn, ny",brooklyn,frozen desserts,6463692370,critical,40.575533908911,-73.980352768662,no,sidewalk
103659,el jobito restaurant,"1579 saint nicholas avenue, manhattan, ny",manhattan,spanish,6465902495,not critical,40.854215160835,-73.930157415288,yes,both
103660,kulushkat,"1137 washington avenue, brooklyn, ny",brooklyn,mediterranean,3473782514,not critical,40.661163381487,-73.96069454875,yes,both
103662,palm restaurant,"250 west   50 street, manhattan, ny",manhattan,steakhouse,2123337256,critical,40.761822569531,-73.98503368882301,yes,both
103833,tony's pizza,"4189 white plains road, bronx, ny",bronx,pizza,7185196043,critical,40.893309738664996,-73.857425529889,no,both
103992,gino's pizza,"6501 kissena boulevard, queens, ny",queens,pizza,7189394474,not critical,40.736954548646004,-73.814683434373,no,both
104148,healthy bites deli,"4226 broadway, manhattan, ny",manhattan,sandwiches,6462890192,critical,40.849157718849,-73.936802726343,no,both
104389,h&h midtown bagels east,"526 columbus avenue, manhattan, ny",manhattan,bagels/pretzels,2124989828,not critical,40.786064670404,-73.972490344381,yes,both
104610,dunkin,"1510 elm avenue, brooklyn, ny",brooklyn,donuts,7186270667,not critical,40.617924494397,-73.95972595368,no,sidewalk
104835,mokja,"3519 broadway, queens, ny",queens,korean,7187210654,not critical,40.760372486822,-73.921968229703,yes,both
104836,karibbean green,"804 nostrand avenue, brooklyn, ny",brooklyn,caribbean,3474258279,critical,40.67118605613,-73.950385828401,yes,sidewalk
105049,new york hilton midtown,"1335 avenue of the americas, manhattan, ny",manhattan,american,2122612150,critical,40.762211332142,-73.978741648967,yes,roadway
105110,cacio & pepe,"182 2 avenue, manhattan, ny",manhattan,italian,2125055931,critical,40.730688875082,-73.986133970566,yes,both
105271,la fonda restaurant and tapas bar,"169 east  106 street, manhattan, ny",manhattan,tapas,2124107292,not critical,40.791926058891,-73.945510319218,yes,both
105272,boston road china,"3483 boston road, bronx, ny",bronx,chinese,7188819888,not critical,40.876803402507,-73.84709011214599,no,both
105500,capri ii pizza,"149 dreiser loop, bronx, ny",bronx,pizza,7186713822,critical,40.876515785741,-73.829918029205,no,both
105741,soldiers caribbean buffet restaurant,"1439 st johns place, brooklyn, ny",brooklyn,caribbean,7187713663,critical,40.670560919175,-73.930545135543,no,sidewalk
105963,el encebollado de victor,"338 knickerbocker avenue, brooklyn, ny",brooklyn,latin american,7184844660,critical,40.701025362621,-73.92227959872301,no,both
105965,dunkin,"763 east gunhill road, bronx, ny",bronx,donuts,7186527845,not critical,40.876453520276,-73.863500653744,no,sidewalk
106204,best deli,"4106 2 avenue, brooklyn, ny",brooklyn,american,7187683289,not critical,40.654024854515,-74.011806586258,no,both
106437,baby's all right,"146 broadway, brooklyn, ny",brooklyn,american,7185995800,critical,40.710235389237,-73.96350782923601,no,sidewalk
106644,el diamante boulevard bar corp,"4218 junction blvd, queens, ny",queens,american,6462752114,not critical,40.74610548684,-73.868225830364,yes,roadway
106645,elite cafe,"7228 main st, queens, ny",queens,jewish/kosher,7185440307,critical,40.725802213125,-73.821396338883,no,both
106646,bondi sushi,"246 5 avenue, manhattan, ny",manhattan,japanese,6466092308,critical,40.744585756978005,-73.987372522452,no,sidewalk
106647,bakery & party supply by martha,"868 east  180 street, bronx, ny",bronx,bakery products/desserts,7186180080,not critical,40.845325218479,-73.883161899635,yes,both
106886,kennedy fried chicken & pizza,"2487 jerome avenue, bronx, ny",bronx,chicken,7184508039,critical,40.863451331073996,-73.900545119768,no,both
107113,kennedy fried chicken,"13518 jamaica ave, queens, ny",queens,chicken,7186586721,critical,40.702407559826,-73.817315277097,no,sidewalk
107114,macchiato espresso bar,"565 fifth avenue, manhattan, ny",manhattan,coffee/tea,2125575707,not critical,40.755876384813,-73.97850545176401,no,sidewalk
107118,pelicana chicken,"52 east    8 street, manhattan, ny",manhattan,chicken,6467915766,critical,40.731079291627005,-73.993606362584,yes,both
107268,mr. wonton,"2604 jackson avenue, queens, ny",queens,chinese,7184821117,not critical,40.747234227347995,-73.942031822559,no,both
107445,sip a cup,"2517 30th ave, queens, ny",queens,coffee/tea,3479772348,critical,40.76855933901,-73.924940615116,no,both
107680,west end taco company,"301 west   96 street, manhattan, ny",manhattan,tex-mex,7186830839,not critical,40.795369607434004,-73.973476075332,no,roadway
