,qualify_alcohol,seating_interest,address,id
12320,yes,both,"1191  1st avenue, manhattan, ny",12320
12321,yes,sidewalk,"42-02 bell boulevard, bayside, queens, ny",12321
12322,no,sidewalk,"365 west  34th street, manhattan, ny",12322
12323,no,both,"303 5 avenue, manhattan, ny",12323
12324,yes,both,"31 corson avenue, staten island, ny",12324
12325,no,both,"4505 8 avenue, brooklyn, ny",12325
12326,yes,sidewalk,"632 east  186 street, bronx, ny",12326
12327,yes,roadway,"180 ludlow street, manhattan, ny",12327
12328,yes,roadway,"92 7th ave south, manhattan, ny",12328
12329,no,roadway,"10402 northern blvd, queens, ny",12329
12330,no,roadway,"139 essex street, manhattan, ny",12330
12331,no,sidewalk,"1108 lexington avenue, manhattan, ny",12331
12332,no,sidewalk,"80 broad street, manhattan, ny",12332
12333,yes,both,"76-19 roosevelt ave, queens, ny",12333
12334,yes,both,"149-22 41st ave., queens, ny",12334
12335,no,both,"343 franklin avenue, brooklyn, ny",12335
12336,yes,both,"3709 83rd st, queens, ny",12336
12337,yes,both,"17 east 48th street, manhattan, ny",12337
12338,no,sidewalk,"348 west 14th street, manhattan, ny",12338
12339,yes,both,"123 west   44 street, manhattan, ny",12339
12340,yes,roadway,"40 west   56 street, manhattan, ny",12340
12341,yes,both,"111-113 greenwich avenue, manhattan, ny",12341
12342,no,both,"806 westchester avenue, bronx, ny",12342
12343,yes,both,"13342 39th ave unit 101, queens, ny",12343
12344,no,both,"595 bedford avenue, brooklyn, ny",12344
12345,yes,openstreets,"101 st marks place, manhattan, ny",12345
12346,no,both,"178 8 avenue, manhattan, ny",12346
12347,yes,both,"604 10th avenue, manhattan, ny",12347
12348,no,sidewalk,"51 west 35th street, manhattan, ny",12348
12349,yes,sidewalk,"998 columbus ave., manhattan, ny",12349
12350,yes,openstreets,"278b 278b 5th ave, calexico, brooklyn, ny",12350
12351,yes,both,"213-35  39th avenue , queens, ny",12351
12352,yes,both,"123 east  110th street , manhattan, ny",12352
12353,no,both,"343 smith street, brooklyn, ny",12353
12354,yes,sidewalk,"2 e 33rd street, manhattan, ny",12354
12355,yes,roadway,"2272 frederick douglass boulevard, manhattan, ny",12355
12356,no,both,"139 w 33rd street , manhattan, ny",12356
12357,yes,sidewalk,"72-12 northern blvd, queens, ny",12357
12358,no,roadway,"550 vanderbilt avenue, brooklyn, ny",12358
12359,no,both,"1900 jerome avenue, bronx, ny",12359
12360,yes,both,"1657  richmond rd, staten island, ny",12360
12361,yes,sidewalk,"108 e  4th street , manhattan, ny",12361
12362,no,sidewalk,"119 west   23 street, manhattan, ny",12362
12363,yes,both,"232 east    9 street, manhattan, ny",12363
12364,no,sidewalk,"2957 broadway, manhattan, ny",12364
12365,yes,roadway,"243 west 14th , manhattan, ny",12365
12366,yes,roadway,"175-179 west 4th street, manhattan, ny",12366
12367,yes,both,"265 west  52 street , manhattan, ny",12367
12368,yes,both,"10826 ascan avenue, queens, ny",12368
12369,yes,roadway,"8-08 43rd road, queens, ny",12369
12370,yes,sidewalk,"205 west   14 street, manhattan, ny",12370
12371,yes,both,"166 south    4 street, brooklyn, ny",12371
12372,yes,sidewalk,"68 avenue c, manhattan, ny",12372
12373,yes,roadway,"1 delancey street, manhattan, ny",12373
12374,yes,sidewalk,"108 west 14 street, manhattan, ny",12374
12375,yes,both,"1590  first avenue, new york, ny 10028, manhattan, ny",12375
12376,yes,roadway,"641 10 avenue, manhattan, ny",12376
12377,no,roadway,"102 hicks street, brooklyn, ny",12377
12378,yes,roadway,"1333 broadway, manhattan, ny",12378
12379,yes,both,"522  6th avenue, brooklyn, ny",12379
12380,yes,sidewalk,"3619 24th avenue, queens, ny",12380
12381,yes,roadway,"815 9 avenue, manhattan, ny",12381
12382,no,both,"790 9 avenue, manhattan, ny",12382
12383,yes,both,"16  n moore street, manhattan, ny",12383
12384,yes,sidewalk,"136  washington street, manhattan, ny",12384
12385,no,both,"4311 queens blvd, queens, ny",12385
12386,yes,both,"3319 36th ave, queens, ny",12386
12387,no,both,"212 bedford avenue, brooklyn, ny",12387
12388,yes,both,"6328 woodhaven blvd , queens, ny",12388
12389,no,sidewalk,"2319 hughes avenue, bronx, ny",12389
12390,no,both,"789 9 avenue, manhattan, ny",12390
12391,yes,sidewalk,"430 amsterdam, manhattan, ny",12391
12392,yes,sidewalk,"710 east  138th street, bronx, ny",12392
12393,yes,sidewalk,"97-22 roosevelt ave , queens, ny",12393
12394,yes,both,"29 avenue b, manhattan, ny",12394
12395,yes,sidewalk,"712 w. 125th street, manhattan, ny",12395
12396,yes,sidewalk,"2126   2nd avenue , manhattan, ny",12396
12397,no,sidewalk,"10636 sutphin blvd, queens, ny",12397
12398,no,both,"19 saint nicholas avenue, manhattan, ny",12398
12399,yes,both,"97 sullivan street, manhattan, ny",12399
12400,yes,openstreets,"250 park avenue south, manhattan, ny",12400
12401,no,both,"6118 93rd st, queens, ny",12401
12402,yes,both,"42-18a junction blvd, queens, ny",12402
12403,yes,both,"137 east   13 street, manhattan, ny",12403
12404,yes,sidewalk,"122 east 17th street, manhattan, ny",12404
12405,yes,roadway,"74 bayard street, brooklyn, ny",12405
12406,yes,openstreets,"99 scott avenue, brooklyn, ny",12406
12407,no,sidewalk,"6732 13 avenue, brooklyn, ny",12407
12408,no,both,"214 flatbush avenue, brooklyn, ny",12408
12409,no,both,"400 east  82nd street, manhattan, ny",12409
12410,yes,roadway,"146 orchard street, manhattan, ny",12410
12411,yes,both,"10-43 44th drive, queens, ny",12411
12412,yes,roadway,"371 1st avenue , manhattan, ny",12412
12413,yes,roadway,"215 mulberry , manhattan, ny",12413
12414,no,sidewalk,"19 division street, manhattan, ny",12414
12415,yes,both,"941 4 avenue , brooklyn, ny",12415
12416,yes,both,"37 saint marks place, manhattan, ny",12416
12417,no,sidewalk,"936 amsterdam avenue, manhattan, ny",12417
12418,yes,sidewalk,"201 central ave. , brooklyn, ny",12418
12419,yes,roadway,"389 broome street, manhattan, ny",12419
12420,yes,both,"8101 roosevelt avenue, queens, ny",12420
12421,no,both,"1372 lexington avenue, manhattan, ny",12421
12422,no,roadway,"180 dekalb avenue, brooklyn, ny",12422
12423,yes,both,"132 4 avenue, manhattan, ny",12423
12424,yes,roadway,"13693 37th ave, queens, ny",12424
12425,yes,roadway,"457 court street, brooklyn, ny",12425
12426,yes,both,"2211  frederick douglass blvd., manhattan, ny",12426
12427,yes,both,"52 lincoln rd, brooklyn, ny",12427
12428,no,sidewalk,"24 navy pier court, staten island, ny",12428
12429,no,openstreets,"123 saint marks place, manhattan, ny",12429
12430,yes,both,"5653 myrtle ave, queens, ny",12430
12431,yes,sidewalk,"5921  roosevelt avenue, queens, ny",12431
12432,yes,both,"314 bedford ave, first floor, brooklyn, ny",12432
12433,yes,both,"3208 38th street, queens, ny",12433
12434,yes,openstreets,"489  5th avenue , brooklyn, ny",12434
12435,yes,sidewalk,"20 west  23rd street , manhattan, ny",12435
12436,yes,both,"186 west 4th street, manhattan, ny",12436
12437,no,both,"1406 3 avenue, manhattan, ny",12437
12438,yes,sidewalk,"1-3 delancey street, manhattan, ny",12438
12439,no,both,"18501 union tpke, queens, ny",12439
12440,yes,both,"46-20 kissena blvd , queens, ny",12440
12441,no,both,"67-21 woodside avenue, queens, ny",12441
12442,no,both,"48-04 108 st., queens, ny",12442
12443,yes,sidewalk,"2 east   15 street, manhattan, ny",12443
12444,no,both,"87 norman avenue, brooklyn, ny",12444
12445,no,both,"1030 2 avenue, manhattan, ny",12445
12446,yes,both,"963 grand st, brooklyn, ny",12446
12447,yes,both,"440 ninth avenue, manhattan, ny",12447
12448,no,both,"4056 junction blvd, queens, ny",12448
12449,yes,both,"399 greenwich street, manhattan, ny",12449
12450,yes,both,"523 3 avenue, manhattan, ny",12450
12451,no,both,"160 havemeyer st, brooklyn, ny",12451
12452,yes,sidewalk,"134 1st avenue, manhattan, ny",12452
12453,yes,both,"15 24 college point blvd, queens, ny",12453
12454,yes,both,"600 west 218th street, manhattan, ny",12454
12455,yes,both,"224  51 street, manhattan, ny",12455
12456,yes,roadway,"158-15 northern blvd, queens, ny",12456
12457,yes,both,"1144 castle hill avenue, bronx, ny",12457
12458,yes,both,"3418 30th ave 1st floor, queens, ny",12458
12459,yes,both,"150 west 4th, manhattan, ny",12459
12460,yes,both,"57 grand street, manhattan, ny",12460
12461,yes,sidewalk,"710 east  138th street, bronx, ny",12461
12462,no,sidewalk,"107 west 18, manhattan, ny",12462
12463,yes,both,"57 great jones street, manhattan, ny",12463
12464,yes,both,"160 havemeyer st, brooklyn, ny",12464
12465,no,both,"3805 69th st, queens, ny",12465
12466,yes,both,"19 kenmare street, manhattan, ny",12466
12467,yes,both,"203 west  103 street, manhattan, ny",12467
12468,no,roadway,"246 mott street, manhattan, ny",12468
12469,yes,both,"3638 baily avenue, bronx, ny",12469
12470,yes,openstreets,"25  w 8th street, manhattan, ny",12470
12471,yes,both,"811 55 street, brooklyn, ny",12471
12472,no,sidewalk,"42 broadway, manhattan, ny",12472
12473,yes,both,"47-04 vernon blvd, queens, ny",12473
12474,yes,both,"16 west 8th street, manhattan, ny",12474
12475,yes,openstreets,"132 1 avenue, manhattan, ny",12475
12476,yes,both,"75 9th avenue, manhattan, ny",12476
12477,yes,both,"706  washington avenue, brooklyn, ny",12477
12478,no,roadway,"75 baxter street, manhattan, ny",12478
12479,yes,sidewalk,"1735 2nd avenue, manhattan, ny",12479
12480,yes,both,"86-28 roosevelt av, queens, ny",12480
12481,yes,both,"23 e tremont ave, bronx, ny",12481
12482,no,sidewalk,"774 saint johns place, brooklyn, ny",12482
12483,no,sidewalk,"4040  broadway , manhattan, ny",12483
12484,yes,both,"1544 dekalb, brooklyn, ny",12484
12485,yes,sidewalk,"452  washington street, manhattan, ny",12485
12486,no,sidewalk,"679 seneca ave, queens, ny",12486
12487,no,both,"21235 42nd ave, queens, ny",12487
12488,yes,roadway,"773  coney island avenue , brooklyn, ny",12488
12489,no,both,"37 cooper square, manhattan, ny",12489
12490,yes,both,"697 10th ave, manhattan, ny",12490
12491,yes,both,"3001/2 e  52nd street , manhattan, ny",12491
12492,yes,both,"201 lafayette st, manhattan, ny",12492
12493,yes,sidewalk,"3569  broadway, manhattan, ny",12493
12494,yes,sidewalk,"1800  archer street, bronx, ny",12494
12495,no,sidewalk,"539  kings highway , brooklyn, ny",12495
12496,yes,sidewalk,"16402 crossbay blvd, queens, ny",12496
12497,yes,sidewalk,"192 2 avenue, manhattan, ny",12497
12498,yes,both,"2228 amsterdam avenue , manhattan, ny",12498
12499,yes,both,"620 8 avenue, manhattan, ny",12499
12500,yes,both,"64-19 39 avenue, queens, ny",12500
12501,yes,both,"603 vanderbilt avenue, brooklyn, ny",12501
12502,yes,sidewalk,"5  times square, manhattan, ny",12502
12503,yes,sidewalk,"66 west 84th st, manhattan, ny",12503
12504,yes,openstreets,"363 w 46th street, manhattan, ny",12504
12505,no,sidewalk,"55 broad street, manhattan, ny",12505
12506,yes,sidewalk,"668 6 avenue, manhattan, ny",12506
12507,yes,both,"4-10  e 208th street , bronx, ny",12507
12508,yes,both,"929  columbus ave, manhattan, ny",12508
12509,yes,both,"2783  atlantic av, brooklyn, ny",12509
12510,yes,sidewalk,"213   6th avenue, manhattan, ny",12510
12511,yes,sidewalk,"4314 4th avenue, brooklyn, ny",12511
12512,yes,both,"77b hoyt street, brooklyn, ny",12512
12513,yes,both,"4 fulton street, manhattan, ny",12513
12514,yes,sidewalk,"2233 broadway, manhattan, ny",12514
12515,no,both,"554 wilson avenue, brooklyn, ny",12515
12516,yes,both,"3907 bell boulevard, queens, ny",12516
12517,yes,both,"1505 lexington avenue, manhattan, ny",12517
12518,yes,both,"320 west 46th street , manhattan, ny",12518
12519,yes,both,"6014  new utrecht avenue , brooklyn, ny",12519
12520,yes,roadway,"165 duane street, manhattan, ny",12520
12521,yes,sidewalk,"665  9th avenue, manhattan, ny",12521
12522,yes,both,"161-19 crocheron avenue, queens, ny",12522
12523,no,both,"132 e 61st street , manhattan, ny",12523
12524,yes,both,"798-a franklin ave , brooklyn, ny",12524
12525,no,roadway,"16308 northern blvd, queens, ny",12525
12526,no,both,"598 10 avenue, manhattan, ny",12526
12527,yes,both,"141 w 10th street, manhattan, ny",12527
12528,no,both,"354 bowery, manhattan, ny",12528
12529,yes,both,"360  park avenue south, manhattan, ny",12529
12530,yes,sidewalk,"575 west 207th street, manhattan, ny",12530
12531,no,both,"17-16 154th street, queens, ny",12531
12532,yes,sidewalk,"803 8th ave, brooklyn, ny",12532
12533,no,sidewalk,"613 9 avenue, manhattan, ny",12533
12534,yes,openstreets,"349  west 46 street, manhattan, ny",12534
12535,yes,sidewalk,"796 greenwich street, manhattan, ny",12535
12536,yes,openstreets,"361 graham, brooklyn, ny",12536
12537,yes,both,"5-48 49th avenue, queens, ny",12537
12538,no,both,"175 nassau avenue , brooklyn, ny",12538
12539,yes,both,"103 berry street, brooklyn, ny",12539
12540,no,both,"1716 avenue m, brooklyn, ny",12540
12541,yes,both,"173 3rd avenue , manhattan, ny",12541
12542,no,both,"1798 1798 3rd ave, manhattan, ny",12542
12543,yes,both,"434 humboldt street, brooklyn, ny",12543
12544,yes,both,"3445 48th street, queens, ny",12544
12545,no,roadway,"335 east    6 street, manhattan, ny",12545
12546,no,sidewalk,"18524a horace harding expy, queens, ny",12546
12547,yes,both,"195 claremont ave, manhattan, ny",12547
12548,no,sidewalk,"51 west 35th street, manhattan, ny",12548
12549,no,sidewalk,"2807 jackson ave, queens, ny",12549
12550,yes,sidewalk,"10-12 st pauls avenue, staten island, ny",12550
12551,no,roadway,"19 eldridge street, manhattan, ny",12551
12552,yes,both,"164 1st avenue, manhattan, ny",12552
12553,yes,openstreets,"938 amsterdam, manhattan, ny",12553
12554,yes,sidewalk,"391 howard ave, brooklyn, ny",12554
12555,yes,both,"70 west 71st street , manhattan, ny",12555
12556,yes,both,"549 classon ave, brooklyn, ny",12556
12557,yes,both,"248 west 55th street, manhattan, ny",12557
12558,no,sidewalk,"5007 16 avenue, brooklyn, ny",12558
12559,yes,roadway,"68  greenwich ave, manhattan, ny",12559
12560,no,roadway,"72 east    1 street, manhattan, ny",12560
12561,yes,both,"70 university place, manhattan, ny",12561
12562,no,both,"6-8 bedford park blvd, bronx, ny",12562
12563,yes,sidewalk,"3473 broadway, manhattan, ny",12563
12564,yes,both,"34 west 32nd street, manhattan, ny",12564
12565,yes,roadway,"1701 palmetto, queens, ny",12565
12566,yes,both,"62 spring street, manhattan, ny",12566
12567,yes,both,"780 wahington ave, brooklyn, ny",12567
12568,no,both,"50 west 56th street, manhattan, ny",12568
12569,yes,both,"310 west 53rd street, manhattan, ny",12569
12570,no,sidewalk,"124 ludlow street , manhattan, ny",12570
12571,yes,both,"146 knickerbocker ave, brooklyn, ny",12571
12572,yes,both,"15 east 18th street, manhattan, ny",12572
12573,yes,both,"209 east 42nd street, manhattan, ny",12573
12574,yes,sidewalk,"45 rock 51st street, manhattan, ny",12574
12575,no,sidewalk,"519 3 avenue, manhattan, ny",12575
12576,yes,both,"348  lenox ave, manhattan, ny",12576
12577,no,both,"40-09 82 street, queens, ny",12577
12578,yes,sidewalk,"414 e 138 st, bronx, ny",12578
12579,yes,both,"150 west  46 st, manhattan, ny",12579
12580,no,both,"15809  northern blvd unit b, queens, ny",12580
12581,no,sidewalk,"30 west 35th street, manhattan, ny",12581
12582,no,roadway,"555 columbus avenue, manhattan, ny",12582
12583,no,sidewalk,"4973  broadway, manhattan, ny",12583
12584,yes,both,"27 east 20th street, manhattan, ny",12584
12585,no,both,"3926 bell blvd, queens, ny",12585
12586,no,roadway,"1003 brighton beach avenue, brooklyn, ny",12586
12587,yes,both,"70-20 austin street, queens, ny",12587
12588,yes,both,"8402 northern blvd, queens, ny",12588
12589,yes,both,"286 columbus avenue, manhattan, ny",12589
12590,no,roadway,"371 west   46 street, manhattan, ny",12590
12591,yes,both,"254 west 31 street, manhattan, ny",12591
12592,yes,both,"111 east 7th street, store west, manhattan, ny",12592
12593,no,sidewalk,"440 east  138th street , bronx, ny",12593
12594,yes,openstreets,"13 st marks place, manhattan, ny",12594
12595,no,both,"39 w  32nd st, manhattan, ny",12595
12596,no,sidewalk,"55 broad street, manhattan, ny",12596
12597,yes,sidewalk,"149  nth 6th, brooklyn, ny",12597
12598,no,roadway,"120 east   34 street, manhattan, ny",12598
12599,no,both,"208 franklin street, brooklyn, ny",12599
12600,yes,both,"38-11 bell blvd, queens, ny",12600
12601,no,sidewalk,"203 w 14 street, manhattan, ny",12601
12602,yes,both,"42 west 58 street, manhattan, ny",12602
12603,yes,both,"677 677 ninth ave, ground floor, manhattan, ny",12603
12604,yes,roadway,"3520 farrington st, queens, ny",12604
12605,yes,both,"149-20 41 avenue, queens, ny",12605
12606,yes,both,"1801 college point blvd, queens, ny",12606
12607,yes,sidewalk,"1070 first avenue, manhattan, ny",12607
12608,no,sidewalk,"177 east 100th street, manhattan, ny",12608
12609,yes,sidewalk,"1056 morris park ave., bronx, ny",12609
12610,no,sidewalk,"156a w 231st street, bronx, ny",12610
12611,yes,sidewalk,"45-30  bell blvd, queens, ny",12611
12612,yes,roadway,"543 laguardia, manhattan, ny",12612
12613,yes,sidewalk,"2 avenue of the americas , manhattan, ny",12613
12614,yes,roadway,"200  1st avenue, manhattan, ny",12614
12615,no,sidewalk,"107 west 18 street, manhattan, ny",12615
12616,yes,roadway,"381 5 avenue, brooklyn, ny",12616
12617,yes,both,"1140  myrtle ave, brooklyn, ny",12617
12618,no,sidewalk,"513 e 138th street, manhattan, ny",12618
12619,yes,roadway,"136-138  west fordham rd, bronx, ny",12619
12620,yes,roadway,"1746 2nd avenue , manhattan, ny",12620
12621,yes,both,"103 waverly place, manhattan, ny",12621
12622,yes,sidewalk,"190 throop ave, brooklyn, ny",12622
12623,yes,sidewalk,"1756 1756 forest ave, staten island, ny",12623
12624,yes,both,"152-28 northern blvd, queens, ny",12624
12625,no,both,"2535 steinway st, queens, ny",12625
12626,yes,sidewalk,"354 e  66th street, manhattan, ny",12626
12627,no,both,"6223 8 avenue, brooklyn, ny",12627
12628,no,both,"190 hester street, manhattan, ny",12628
12629,no,both,"104-26 jamaica avenue, queens, ny",12629
12630,yes,openstreets,"132 saint marks place, manhattan, ny",12630
12631,yes,both,"1524 myrtle avenue, brooklyn, ny",12631
12632,yes,sidewalk,"5-50  50th ave, queens, ny",12632
12633,yes,both,"24 5 avenue, manhattan, ny",12633
12634,no,roadway,"204 west   96 street, manhattan, ny",12634
12635,yes,sidewalk,"40 east 52nd street , manhattan, ny",12635
12636,yes,sidewalk,"5701 fort hamilton pkwy, brooklyn, ny",12636
12637,yes,both,"156 knickerbocker avenue, brooklyn, ny",12637
