,name,address,zipcode,borough,cuisine,phone,critical_flag,latitude,longitude,id
818,dan and john's wings,"439 3 avenue, manhattan, ny",10016.0,manhattan,chicken,6465594663,not critical,40.743481269253,-73.979743683245,804
819,golden krust caribbean bakery & grill,"21 flatbush avenue, brooklyn, ny",11217.0,brooklyn,caribbean,7188580188,not critical,40.688017834227,-73.98031949752401,805
820,spoonfed nyc restaurant,"331 west   51 street, manhattan, ny",10019.0,manhattan,soul food,6463681854,critical,40.763376312013,-73.986737213005,806
821,ananda,"210 thompson street, manhattan, ny",10012.0,manhattan,indian,2125337290,not critical,40.728880910391,-73.999271178338,807
822,bundu khan kabab house,"253-19 union turnpike, queens, ny",11004.0,queens,indian,7183430666,critical,40.74417243175,-73.71735725041701,808
823,limitless fitness,"15705 crossbay boulevard, queens, ny",11414.0,queens,"juice, smoothies, fruit salads",7188454653,not critical,40.662220325361,-73.84062017463,809
824,le souk,"510 laguardia place, manhattan, ny",10012.0,manhattan,moroccan,2127775454,not critical,40.727703405844004,-73.999267583301,810
825,yum yum chinese food,"1778 forest avenue, staten island, ny",10303.0,staten island,chinese,7183701000,not critical,40.625024447521,-74.148069191977,811
826,chipotle mexican grill # 3265,"2179 ralph avenue, brooklyn, ny",11234.0,brooklyn,tex-mex,3032222524,not critical,40.624805215274,-73.91780808158,812
827,hudson station,"440 9 avenue, manhattan, ny",10001.0,manhattan,american,2122444406,critical,40.753709969771,-73.996051340414,813
828,dunkin',"5615 myrtle avenue, queens, ny",11385.0,queens,donuts,7184973581,critical,40.700167637429,-73.905824280632,814
829,pret a manger,"857 broadway, manhattan, ny",10003.0,manhattan,soups/salads/sandwiches,6465728010,not critical,40.737227332858,-73.990307618042,815
830,dill and parsley,"829 3 avenue, manhattan, ny",10022.0,manhattan,mediterranean,6469186949,critical,40.756171039019996,-73.970495849027,816
831,starbucks,"776 avenue of the americas, manhattan, ny",10001.0,manhattan,coffee/tea,2124811856,critical,40.74488255952,-73.99134225377,817
832,guy r cafe snack corner,"145-87 guy r brewer boulevard, queens, ny",11434.0,queens,caribbean,7187125200,not critical,40.663804652589,-73.76853711561499,818
833,two lizards mexican restaurant,"1365 1 avenue, manhattan, ny",10021.0,manhattan,mexican,2127342447,critical,40.768624625234,-73.955406937594,819
834,uncle li ice cream inc,"4104 bell blvd, queens, ny",11361.0,queens,,3476089766,not applicable,40.763472334154,-73.770922123399,820
835,pikliz cafe and lounge,"903 franklin avenue, brooklyn, ny",11225.0,brooklyn,caribbean,3476272191,critical,40.667785937603995,-73.959000021742,821
836,subway,"16814 hillside ave, queens, ny",11432.0,queens,sandwiches,7182914011,not critical,40.710166505753,-73.794306391446,822
837,tiny's giant sandwich shop,"129 rivington street, manhattan, ny",10002.0,manhattan,sandwiches,2122284919,critical,40.719613829552,-73.986875826118,823
838,new taste of china ny,"8026 baxter ave, queens, ny",11373.0,queens,chinese,7185330883,not critical,40.744671138908,-73.88459499489899,824
839,thai max,"200 baychester avenue, bronx, ny",10475.0,bronx,thai,9179811148,not critical,40.865905409786,-73.830429747919,825
840,dunkin,"97 stuyvesant place, staten island, ny",10301.0,staten island,donuts,7188161917,critical,40.643648725944,-74.07743350382499,826
841,hotel delmano,"82 berry street, brooklyn, ny",11249.0,brooklyn,american,7183871945,not critical,40.719656265957,-73.957918199134,827
842,shogun sushi,"9516 queens blvd, queens, ny",11374.0,queens,japanese,7188964000,critical,40.730655575568,-73.863850975206,828
843,huabei dumpling ramen,"13358 41st ave, queens, ny",11355.0,queens,asian/asian fusion,7188868176,critical,40.757849771223995,-73.830200546959,829
844,flatbush zombie house,"734 flatbush avenue, brooklyn, ny",11226.0,brooklyn,american,9144439146,critical,40.655108075727,-73.95976468812701,830
845,harbor eats,"1000 richmond ter, staten island, ny",10310.0,staten island,american,9178373872,critical,40.645224538002,-74.10467411188,831
846,bluestone lane,"2 east   90 street, manhattan, ny",10128.0,manhattan,american,6464651103,critical,40.783968902175005,-73.958328773735,832
847,"dunkin','baskin robbins","16822 union turnpike, queens, ny",11366.0,queens,donuts,7185916616,not applicable,40.723013765044996,-73.799927097308,833
848,kini,"4227 35th ave, queens, ny",11101.0,queens,korean,7183619222,critical,40.754261466803996,-73.920246508724,834
849,feeney's pub,"6201 5 avenue, brooklyn, ny",11220.0,brooklyn,american,9177547597,critical,40.638247136432,-74.017431839698,835
850,carifesta restaurant,"4251 white plains road, bronx, ny",10466.0,bronx,caribbean,7183252261,critical,40.894700364761,-73.856662951301,836
851,jacques torres chocolate,"30 rockefeller plaza, manhattan, ny",10112.0,manhattan,american,2126641804,critical,40.758747437799,-73.978692223615,837
852,the cafe,"2 west loop road, manhattan, ny",10044.0,manhattan,coffee/tea,3475562243,critical,40.756545127438,-73.955880685226,838
853,stand 324,"1 east  161 street, bronx, ny",10451.0,bronx,american,9172843260,not critical,40.829028434834,-73.928496459645,839
854,yummy golden village,"5912 glenwood road, brooklyn, ny",11234.0,brooklyn,tex-mex,7182417686,not critical,40.633998751019,-73.91957293468701,840
855,bottega restaurant,"1331 2 avenue, manhattan, ny",10021.0,manhattan,italian,2122885282,critical,40.76763244395,-73.959227128297,841
856,jimmy's,"158 west   38 street, manhattan, ny",10018.0,manhattan,american,3474401551,not applicable,40.753160456229,-73.987980870594,842
857,dunkin,"1040 westchester avenue, bronx, ny",10459.0,bronx,donuts,7188423885,not critical,40.824613802689,-73.891978583919,843
858,dunkin,"1040 westchester avenue, bronx, ny",10459.0,bronx,donuts,7188423885,not critical,40.824613802689,-73.891978583919,844
859,d & w fresh,"2459a east tremont avenue, bronx, ny",10461.0,bronx,spanish,9172976986,critical,40.842697477712996,-73.85138300238499,845
860,guaro dominican restaurant,"10701 37th ave, queens, ny",11368.0,queens,latin american,7183975265,critical,40.753936128221,-73.861099772535,846
861,starbucks,"250 west   57 street, manhattan, ny",10107.0,manhattan,coffee/tea,2125860940,not critical,40.766383939507,-73.982119335287,847
862,hanshi baozi,"4002 bowne st, queens, ny",11354.0,queens,chinese,9176871789,not critical,40.760777850138,-73.82434161709601,848
863,rico pan bakery,"5813 woodside avenue, queens, ny",11377.0,queens,bakery products/desserts,7184297181,critical,40.745596676227,-73.906283111238,849
864,toasties,"924 3 avenue, manhattan, ny",10022.0,manhattan,american,7183097452,not critical,40.759332391026,-73.968209513251,850
865,toasties,"924 3 avenue, manhattan, ny",10022.0,manhattan,american,7183097452,not critical,40.759332391026,-73.968209513251,851
866,karaoke boho,"152 orchard street, manhattan, ny",10002.0,manhattan,korean,2127770102,critical,40.720720183542,-73.988888639603,852
867,iriebite,"387 utica avenue, brooklyn, ny",11213.0,brooklyn,caribbean,9734609203,not critical,40.66496761798,-73.931470144522,853
868,crowne plaza-times square (banquet kitchen),"1605 broadway, manhattan, ny",10019.0,manhattan,american,2129774000,critical,40.760529736929996,-73.984644127537,854
869,love garden,"804 east  180 street, bronx, ny",10460.0,bronx,chinese,7182200601,critical,40.846392355534,-73.88532506134901,855
870,venice,"772 east  149 street, bronx, ny",10455.0,bronx,italian,7185855164,critical,40.81286877158,-73.907383788684,856
871,12 chairs cafe,"342 wythe avenue, brooklyn, ny",11249.0,brooklyn,middle eastern,3472277077,critical,40.714514964868,-73.965049379168,857
872,stand up cafe,"7215 18 avenue, brooklyn, ny",11204.0,brooklyn,chinese,7182328866,critical,40.61497804913,-73.994359506325,858
873,33 gourmet,"157 west   33 street, manhattan, ny",10001.0,manhattan,sandwiches,2129041351,not critical,40.749784577872,-73.98981132846,859
874,hug esan,"7716 woodside ave, queens, ny",11373.0,queens,thai,9293280392,critical,40.743565385166,-73.88775103456601,860
875,lao jie special soup buns,"13620 38th ave, queens, ny",11354.0,queens,chinese,7188862822,critical,40.760954215526,-73.83027923695501,861
876,golden krust caribbean bakery & grill,"21873 hempstead ave, queens, ny",11429.0,queens,caribbean,5162443949,not critical,40.713227361069,-73.735593489688,862
877,clara's,"53 wilson avenue, brooklyn, ny",11237.0,brooklyn,american,3472951338,not critical,40.702489850831,-73.928856315001,863
878,annies first wok restaurant,"155 york street, brooklyn, ny",11201.0,brooklyn,chinese,7188524383,critical,40.701432189695,-73.98457484221,864
879,the lately,"357 west   16 street, manhattan, ny",10011.0,manhattan,american,2122061096,critical,40.741742835382,-74.00312515779001,865
880,apple gourmet,"225 broadway, manhattan, ny",10007.0,manhattan,american,2127863336,not critical,40.711863059986,-74.008216981364,866
881,hu kitchen,"78 5 avenue, manhattan, ny",10011.0,manhattan,american,2125108919,not critical,40.735704232923005,-73.993840463019,867
882,new mama's fried chicken,"787 southern boulevard, bronx, ny",10455.0,bronx,chicken,9174718929,critical,40.815865143334,-73.896685820333,868
883,crown heights mozzarella,"265 troy avenue, brooklyn, ny",11213.0,brooklyn,jewish/kosher,3477751725,critical,40.670213064171,-73.936540353391,869
884,nuhma,"3315 greenpoint ave, queens, ny",11101.0,queens,american,2126731806,critical,40.735751431125,-73.934251310093,870
885,nava bx restaurant,"3003a webster avenue, bronx, ny",10458.0,bronx,,3473621555,not applicable,40.868231611451996,-73.882033195403,871
886,coco moka cafe,"nka penn station a, manhattan, ny",10121.0,manhattan,coffee/tea,2127142777,not critical,,,872
887,brooklyn crab,"24 reed street, brooklyn, ny",11231.0,brooklyn,seafood,7186432722,critical,40.675175494846,-74.01676737322501,873
888,pizzarama,"3715 francis lewis boulevard, queens, ny",11358.0,queens,pizza,7186317405,critical,40.762655128399,-73.785505235418,874
889,sarita's mac & cheese,"197 1 avenue, manhattan, ny",10003.0,manhattan,american,2123587917,critical,40.730101143043,-73.983474927753,875
890,lenwich,"1024 2 avenue, manhattan, ny",10022.0,manhattan,sandwiches,2123555700,not critical,40.757465504148996,-73.966622191349,876
891,"the tillary restaurant, t room/ the secret side (rooftop bar)","85 flatbush avenue extension, brooklyn, ny",11201.0,brooklyn,american,7183299537,critical,40.696461427845,-73.98472385362899,877
893,gentleman farmer fort greene,"378 myrtle avenue, brooklyn, ny",11205.0,brooklyn,american,9292950784,critical,40.693165073291,-73.97108999317,878
894,city pizza,"625 9 avenue, manhattan, ny",10036.0,manhattan,pizza,6463603231,critical,40.759877203321,-73.991585757743,879
895,little ochie jamaican cuisine,"2492 7 avenue, manhattan, ny",10030.0,manhattan,caribbean,2122346300,not critical,40.821393270057996,-73.939260787909,880
896,casa lever,"390 park avenue, manhattan, ny",10022.0,manhattan,italian,2128882700,not critical,40.759413063897,-73.972360616364,881
897,jumbo kitchen,"1915 southern boulevard, bronx, ny",10460.0,bronx,chinese,7183785388,critical,40.841537488132,-73.88590088627,882
898,bep ga,"70 forsyth street, manhattan, ny",10002.0,manhattan,southeast asian,9172614716,critical,40.717149593435,-73.993477837926,883
899,xinya,"898 hunts point avenue, bronx, ny",10474.0,bronx,chinese,7183282580,critical,40.81926751693,-73.889591909599,884
900,pret a manger,"750 8 avenue, manhattan, ny",10036.0,manhattan,soups/salads/sandwiches,6467280505,critical,40.759871379059,-73.987849705278,885
901,el tucan,"4324 91st pl, queens, ny",11373.0,queens,spanish,3472933175,not critical,40.742878639015004,-73.87399908836,886
902,bread & butter,"14 east   44 street, manhattan, ny",10017.0,manhattan,sandwiches,2128830444,critical,40.754460220511,-73.979220575447,887
903,brooklyn baby cakes,"506 nostrand avenue, brooklyn, ny",11216.0,brooklyn,bakery products/desserts,7184848466,critical,40.681514401418,-73.949815663421,888
904,shoga-sushi & oyster bar,"1698 2 avenue, manhattan, ny",10128.0,manhattan,asian/asian fusion,2128768836,critical,40.779077538043,-73.950850354193,889
905,f.ottomanelli burgers & belgium fries,"60-15 woodside avenue, queens, ny",11377.0,queens,american,7184467489,critical,40.745068031723,-73.904284521508,890
906,hummus market,"361 graham avenue, brooklyn, ny",11211.0,brooklyn,middle eastern,7185995600,critical,40.715387950229,-73.944537838532,891
907,downs river restaurant,"517 stanley avenue, brooklyn, ny",11207.0,brooklyn,caribbean,7182724646,critical,40.657076238083,-73.889201820199,892
908,johal deli,"945 columbus avenue, manhattan, ny",10025.0,manhattan,pakistani,2122222636,critical,40.799486470307,-73.962667713806,893
909,katou fine restaurant,"5012 avenue m, brooklyn, ny",11234.0,brooklyn,creole,7186180920,not critical,40.621355693293,-73.926897080771,894
910,piccolo cafe,"238 madison avenue, manhattan, ny",10016.0,manhattan,italian,2124474399,critical,40.749939970848,-73.98138027635899,895
911,kondo japanese restaurant,"2913 broadway, queens, ny",11106.0,queens,japanese,3476171236,critical,40.762637346859,-73.92679195560899,896
912,pure green,"45 east   45 street, manhattan, ny",10017.0,manhattan,"juice, smoothies, fruit salads",9174438917,not critical,40.754531239714,-73.977397794678,897
913,haagen dazs,"5100 kings plz, brooklyn, ny",11234.0,brooklyn,frozen desserts,5168603386,not critical,40.609928854538005,-73.922281617072,898
914,golden krust caribbean bakery & grill,"1430 rockaway parkway, brooklyn, ny",11236.0,brooklyn,caribbean,7182725334,critical,40.645274776011,-73.902489551137,899
915,fort defiance,"365 van brunt street, brooklyn, ny",11231.0,brooklyn,american,3474536672,critical,40.676704750141,-74.013638450416,900
916,firenze ristorante,"1555 2 avenue, manhattan, ny",10028.0,manhattan,italian,2128619368,not critical,40.774459518800995,-73.954244042337,901
917,golden bird chinese restaurant,"1669 nostrand avenue, brooklyn, ny",11226.0,brooklyn,chinese,7186938810,critical,40.645499799046995,-73.948992429124,902
918,taco bell,"97-01 atlantic avenue, queens, ny",11421.0,queens,tex-mex,7188059123,critical,40.689027412247,-73.845773544045,903
919,grand slam banquet hall,"478 east tremont avenue, bronx, ny",10457.0,bronx,american,3474981102,critical,40.84694475829001,-73.897707242945,904
920,rong cheng house,"242 west   56 street, manhattan, ny",10019.0,manhattan,chinese,3477052007,critical,40.765648399214,-73.98247331622599,905
921,luigi pizzeria & ristorante,"1701 1 avenue, manhattan, ny",10128.0,manhattan,pizza,2124101910,critical,40.778274977929996,-73.948363166008,906
922,subway,"530 conduit blvd, brooklyn, ny",11208.0,brooklyn,sandwiches,7182350937,critical,40.676947002319004,-73.869574358566,907
923,the king of tacos,"9017 31st ave, queens, ny",11369.0,queens,tex-mex,7184240299,critical,40.76004084826,-73.878348704814,908
924,creme & sugar,"5842a catalpa ave, queens, ny",11385.0,queens,frozen desserts,3479276171,not critical,40.702192475570996,-73.901598103728,909
925,kennedy fried chicken,"108 west  145 street, manhattan, ny",10039.0,manhattan,chicken,2126901200,not critical,40.820664588163,-73.93680459891401,910
926,yakiniku futago,"37 west   17 street, manhattan, ny",10011.0,manhattan,japanese,2126200225,not critical,40.738468193031004,-73.993529871286,911
927,krispy krunchy chicken and pizza,"1354 amsterdam avenue, manhattan, ny",10027.0,manhattan,chicken,6469984200,not critical,40.813932404155004,-73.955867783875,912
928,shanghai red,"127 westchester sq, bronx, ny",10461.0,bronx,latin american,6462412542,critical,40.840245567816,-73.84249782314299,913
